,ClientMacAddr,Trust,Standardized_Trust
175,00:0c:e7:4f:63:ed,0.02436191655204493,-0.6339560403203036
176,00:0c:e7:50:33:d7,0.014333370368796292,-0.8177218724825959
177,00:0c:e7:51:68:d0,0.035049957,-0.43810545428187414
178,00:0c:e7:51:c3:6d,0.027793002056508,-0.57108388802361
179,00:0c:e7:52:0b:d8,0.031434674571635395,-0.5043528815570129
180,00:0c:e7:53:5e:92,0.026215182999999996,-0.5999962773792116
181,00:0c:e7:53:64:90,0.03622502914514638,-0.41657310984652113
182,00:0c:e7:54:17:da,0.036624153,-0.40925945480791637
183,00:0c:e7:54:f7:92,0.02977818054527491,-0.5347069326491315
184,00:0c:e7:55:34:37,0.021653076477675913,-0.6835935691669558
185,00:0c:e7:56:28:55,0.04766858948632519,-0.2068781699649255
186,00:0c:e7:57:20:3f,0.041603752,-0.31801191629649794
187,00:0c:e7:57:2b:a6,0.04093382778502696,-0.33028779144336906
188,00:0c:e7:57:e2:b3,0.038358981,-0.3774699904874586
189,00:0c:e7:58:16:d3,0.017798053,-0.7542340772162294
190,00:0c:e7:59:26:3f,0.035981624,-0.4210333325181905
191,00:0c:e7:5a:39:47,0.03289437024838149,-0.4776050174260175
192,00:0c:e7:5a:ed:e2,0.0209083626828663,-0.6972399090975153
193,00:0c:e7:5c:47:ea,0.033839398698177675,-0.4602880567897969
194,00:0c:e7:5c:60:be,0.049185594000000006,-0.17908016298011847
195,00:0c:e7:5c:67:57,0.011600684018539472,-0.8677963670321943
196,00:0c:e7:5c:c4:02,0.05230186,-0.12197684967179324
197,00:0c:e7:5d:0e:22,0.049828123,-0.16730628526984448
198,00:0c:e7:5f:45:c3,0.03672176798855305,-0.40747073097146164
199,00:0c:e7:60:24:29,0.03705157842296288,-0.401427194069137
200,00:0c:e7:61:47:cb,0.154110579,1.7435940542806478
201,00:0c:e7:62:1d:03,0.031259036,-0.5075713309400639
202,00:0c:e7:63:6e:0b,0.03795333134441115,-0.3849032260894593
203,00:0c:e7:63:a6:9e,0.040061683,-0.3462692118065911
204,00:0c:e7:63:d0:d9,0.038326854,-0.37805869445132323
205,00:0c:e7:64:23:d0,0.045330421,-0.24972341091748868
206,00:0c:e7:64:3a:22,0.041378867,-0.32213277074645275
207,00:0c:e7:64:48:b0,0.05230186,-0.12197684967179324
208,00:0c:e7:64:c5:b0,0.045330421,-0.24972341091748868
209,00:0c:e7:65:0a:47,0.036340730423933466,-0.4144529678648184
210,00:0c:e7:65:3a:a0,0.036881164,-0.4045499147183713
211,00:0c:e7:65:88:5d,0.031323288,-0.5063939596608834
212,00:0c:e7:65:f1:40,0.05230186,-0.12197684967179324
213,00:0c:e7:66:3f:57,0.040061683,-0.3462692118065911
214,00:0c:e7:66:8a:9f,0.006521669000000001,-0.9608656319477534
215,00:0c:e7:66:c2:4d,0.018633341,-0.7389280306955909
216,00:0c:e7:66:d4:0e,0.020912686152839713,-0.6971606846473334
217,00:0c:e7:66:ee:3e,0.034760819,-0.44340369833528376
218,00:0c:e7:67:68:38,0.013897868254338657,-0.8257021327326235
219,00:0c:e7:68:97:55,0.02415909,-0.6376726897169434
220,00:0c:e7:69:b8:1f,0.024537544945148898,-0.6307377774514557
221,00:0c:e7:69:c8:20,0.03755582,-0.3921873330442327
222,00:0c:e7:6b:2e:ac,0.04093456290318849,-0.3302743209364558
223,00:0c:e7:6b:d5:da,0.035339095,-0.43280721022846447
224,00:0c:e7:6d:10:fc,0.020143284,-0.7112594208250879
225,00:0c:e7:6d:18:c2,0.038134096,-0.3815908449374134
226,00:0c:e7:6d:5d:32,0.020971126546329245,-0.6960898068405946
227,00:0c:e7:6d:cc:85,0.008481383,-0.9249552948530665
228,00:0c:e7:6e:b7:c0,0.03603736046878739,-0.42001200216966883
229,00:0c:e7:6e:e7:f3,0.030827447010365168,-0.5154798860170506
230,00:0c:e7:6f:43:7a,0.06261445,0.06699387933218245
231,00:0c:e7:6f:a3:94,0.040061683,-0.3462692118065911
232,00:0c:e7:71:34:8f,0.157130466,1.7989312923459282
233,00:0c:e7:71:66:4d,0.044326385229972856,-0.26812163788162646
234,00:0c:e7:71:d1:ee,0.035049957,-0.43810545428187414
235,00:0c:e7:72:2a:8e,0.03770313053163438,-0.3894879744395648
236,00:0c:e7:72:5a:d2,0.041603752,-0.31801191629649794
237,00:0c:e7:72:69:3e,0.022617021,-0.6659299852270366
238,00:0c:e7:73:6e:80,0.025102941593709165,-0.6203772941145985
239,00:0c:e7:74:1f:ee,0.04362771900000001,-0.280924189598356
240,00:0c:e7:74:d8:f5,0.030455874,-0.5222886918211123
241,00:0c:e7:75:37:7f,0.052301860000000006,-0.12197684967179312
242,00:0c:e7:75:b1:6e,0.045292544735370546,-0.2504174659840603
243,00:0c:e7:76:b1:46,0.02669708,-0.5911658645154373
244,00:0c:e7:76:f1:1a,0.038326854,-0.37805869445132323
245,00:0c:e7:77:bc:39,0.03801130312881951,-0.3838409352041135
246,00:0c:e7:78:97:43,0.032319208,-0.48814444829374476
247,00:0c:e7:78:ce:d4,0.026215183,-0.5999962773792114
248,00:0c:e7:7a:07:2d,0.03415254126073825,-0.45454994654501407
249,00:0c:e7:7b:d2:ba,0.0436658035384819,-0.28022631806456066
250,00:0c:e7:7c:1f:27,0.041378867,-0.32213277074645275
251,00:0c:e7:7c:78:12,0.03466586644988466,-0.4451436349192149
252,00:0c:e7:7d:22:b8,0.036624153,-0.40925945480791637
253,00:0c:e7:7d:31:a3,0.026697080000000005,-0.5911658645154372
254,00:0c:e7:7d:d4:d4,0.02814277,-0.5646746442483892
255,00:0c:e7:7d:f4:aa,0.04087895322284132,-0.3312933279788073
256,00:0c:e7:7e:37:12,0.030455874,-0.5222886918211123
257,00:0c:e7:7e:5b:8c,0.041603752,-0.31801191629649794
258,00:0c:e7:7e:a4:17,0.028399782,-0.5599650858345698
259,00:0c:e7:7f:7c:44,0.052301860000000006,-0.12197684967179312
260,00:0c:e7:7f:db:ed,0.02286459342349697,-0.6613934002033419
261,00:0c:e7:80:5d:1f,0.038326854,-0.37805869445132323
262,00:0c:e7:80:fc:c6,0.038101969,-0.38217954890127803
263,00:0c:e7:82:5c:fd,0.038326854,-0.37805869445132323
264,00:0c:e7:84:11:59,0.02669708,-0.5911658645154373
265,00:0c:e7:84:aa:b1,0.030905645,-0.5140469645969283
266,00:0c:e7:84:bc:5f,0.06261445,0.06699387933218245
267,00:0c:e7:85:e4:2c,0.0,-1.0803704842935393
268,00:0c:e7:85:f3:8f,0.04269305074413295,-0.29805130719811246
269,00:0c:e7:86:7c:49,0.04137886699999999,-0.32213277074645286
270,00:0c:e7:86:e3:65,0.027689719071419164,-0.5729764737839228
271,00:0c:e7:87:2e:af,0.05230186,-0.12197684967179324
272,00:0c:e7:87:ee:0c,0.030416612304083712,-0.5230081339107554
273,00:0c:e7:88:2a:00,0.05230186,-0.12197684967179324
274,00:0c:e7:89:50:b0,0.049185594,-0.1790801629801186
275,00:0c:e7:8a:72:27,0.031162276960934012,-0.5093443701232393
276,00:0c:e7:8d:79:f0,0.014649661,-0.811926076164145
277,00:0c:e7:8e:a9:73,0.027403862,-0.5782145972017083
278,00:0c:e7:90:26:50,0.026215183,-0.5999962773792114
279,00:0c:e7:90:44:94,0.026375815,-0.5970528125327116
280,00:0c:e7:92:0a:55,0.049538985,-0.17260452932325412
281,00:0c:e7:93:6e:32,0.031323288,-0.5063939596608834
282,00:0c:e7:95:0c:88,0.049185594,-0.1790801629801186
283,00:0c:e7:95:18:d3,0.043818082073874276,-0.27743592439577763
284,00:0c:e7:95:b7:89,0.03503515837541981,-0.4383766283395235
285,00:0c:e7:95:e5:ee,0.017012753235208285,-0.7686241255978038
286,00:0c:e7:97:ae:25,0.020496675,-0.7047837871682234
287,00:0c:e7:97:b1:bd,0.03691895183336014,-0.40385748009064476
288,00:0c:e7:97:e8:8b,0.010698108,-0.8843354176688347
289,00:0c:e7:98:0d:f8,0.018954605,-0.733041101002591
290,00:0c:e7:98:b3:0c,0.075304398,0.29952796869116416
291,00:0c:e7:99:de:3b,0.05740768209707715,-0.028416364493067284
292,00:0c:e7:9a:33:8c,0.03337839903904454,-0.4687355410451559
293,00:0c:e7:9a:d0:03,0.030455874,-0.5222886918211123
294,00:0c:e7:9d:72:12,0.028233382533848474,-0.5630142353134617
295,00:0c:e7:9e:2b:6b,0.028142770000000004,-0.5646746442483891
296,00:0c:e7:9f:8d:8c,0.026375815,-0.5970528125327116
297,00:0c:e7:9f:92:21,0.025431918197094568,-0.6143490365607744
298,00:0c:e7:a0:8d:eb,0.038326854,-0.37805869445132323
299,00:0c:e7:a0:91:51,0.041603751999999994,-0.31801191629649805
300,00:0c:e7:a1:16:01,0.033379381,-0.4687175473231514
301,00:0c:e7:a1:24:61,0.020254667555975655,-0.7092183979809938
302,00:0c:e7:a1:3b:fa,0.049281974,-0.17731406941279912
303,00:0c:e7:a1:6a:02,0.040061683,-0.3462692118065911
304,00:0c:e7:a2:34:38,0.012689948,-0.8478363949345575
305,00:0c:e7:a2:f3:cf,0.05230186,-0.12197684967179324
306,00:0c:e7:a4:0b:47,0.021012456720032997,-0.6953324613963697
307,00:0c:e7:a4:5e:20,0.027339609,-0.5793919868051631
308,00:0c:e7:a6:5d:0d,0.045330421,-0.24972341091748868
309,00:0c:e7:a6:ac:05,0.023805699,-0.6441483233738079
310,00:0c:e7:a7:c6:29,0.0308299190849032,-0.5154345870448619
311,00:0c:e7:a8:f3:47,0.044687892,-0.2614972886277628
312,00:0c:e7:a9:0e:e6,0.040645744597857095,-0.33556670681703155
313,00:0c:e7:a9:70:27,0.03827051352557736,-0.3790910927648484
314,00:0c:e7:aa:e2:83,0.10902463040908075,0.9174267604134644
315,00:0c:e7:ab:5c:46,0.023805698999999996,-0.6441483233738079
316,00:0c:e7:ad:08:4a,0.007613969,-0.9408500270132955
317,00:0c:e7:ad:be:1c,0.04045526323548942,-0.33905713957042233
318,00:0c:e7:af:0d:2b,0.049185594,-0.1790801629801186
319,00:0c:e7:af:8c:76,0.03573558081061313,-0.4255418954364195
320,00:0c:e7:af:ee:fe,0.044944903,-0.2567877485382178
321,00:0c:e7:b0:21:5a,0.034497860667122564,-0.44822221898446296
322,00:0c:e7:b0:f8:75,0.02669708,-0.5911658645154373
323,00:0c:e7:b1:18:c1,0.031259036,-0.5075713309400639
324,00:0c:e7:b1:6a:43,0.020528801,-0.7041951015286332
325,00:0c:e7:b2:96:2c,0.038326854,-0.37805869445132323
326,00:0c:e7:b3:93:0d,0.06261445,0.06699387933218245
327,00:0c:e7:b4:24:2c,0.034815361791837335,-0.44240424125074795
328,00:0c:e7:b4:b8:d4,0.02382592791335352,-0.6437776432145682
329,00:0c:e7:b4:ba:5f,0.041378867,-0.32213277074645275
330,00:0c:e7:b5:28:95,0.030786103565212584,-0.5162374746509457
331,00:0c:e7:b5:f6:3a,0.029780433002442597,-0.5346656580059014
332,00:0c:e7:b6:9f:8d,0.03710034827914217,-0.4005335218417315
333,00:0c:e7:b6:a3:4a,0.037587946,-0.39159864740464245
334,00:0c:e7:b7:d4:0b,0.05230186,-0.12197684967179324
335,00:0c:e7:b8:25:6d,0.01230443,-0.8549007325552866
336,00:0c:e7:b8:40:8a,0.038134096,-0.3815908449374134
337,00:0c:e7:b9:0b:bd,0.026846428608439804,-0.5884291596321248
338,00:0c:e7:b9:b7:3d,0.023582167235518512,-0.6482443807647846
339,00:0c:e7:ba:c5:93,0.031259036,-0.5075713309400639
340,00:0c:e7:bc:9c:e8,0.027757252999999996,-0.571738963544844
341,00:0c:e7:bd:92:a5,0.019436502,-0.7242106881388167
342,00:0c:e7:bd:9a:03,0.023869952000000003,-0.6429709337703531
343,00:0c:e7:bd:d3:b0,0.030198863,-0.5269982319106572
344,00:0c:e7:be:db:2e,0.031323288,-0.5063939596608834
345,00:0c:e7:be:dd:b0,0.154110579,1.7435940542806478
346,00:0c:e7:bf:27:b6,0.038101969,-0.38217954890127803
347,00:0c:e7:bf:52:c3,0.040061683,-0.3462692118065911
348,00:0c:e7:bf:ea:02,0.04355470217272706,-0.28226216997761344
349,00:0c:e7:c0:3c:e1,0.154110579,1.7435940542806478
350,00:0c:e7:c0:45:65,0.044058731174635796,-0.27302620423769364
351,00:0c:e7:c1:00:a5,0.019436502,-0.7242106881388167
352,00:0c:e7:c1:da:55,0.033507887,-0.4663627681162417
353,00:0c:e7:c2:ca:25,0.028239565453237598,-0.5629009378019408
354,00:0c:e7:c3:4c:18,0.03631254664675085,-0.41496941513173047
355,00:0c:e7:c3:9b:b5,0.025412022,-0.6147136199359855
356,00:0c:e7:c5:6f:40,0.02669708,-0.5911658645154373
357,00:0c:e7:c5:ff:25,0.024357191419152137,-0.6340426249520394
358,00:0c:e7:c7:12:26,0.032319208,-0.48814444829374476
359,00:0c:e7:c7:45:4b,0.038101969,-0.38217954890127803
360,00:0c:e7:c8:1b:1b,0.030905645000000002,-0.5140469645969282
361,00:0c:e7:c8:cc:6d,0.03854880444252063,-0.37399161363788275
362,00:0c:e7:c9:db:14,0.019880000180522862,-0.7160839057800358
363,00:0c:e7:c9:dd:0c,0.05253899617373337,-0.11763150135254376
364,00:0c:e7:ca:2e:6a,0.034327586387812574,-0.4513423716029454
365,00:0c:e7:cb:08:f7,0.038358981,-0.3774699904874586
366,00:0c:e7:cb:3e:bb,0.041603752,-0.31801191629649794
367,00:0c:e7:cb:b0:c5,0.038166222,-0.38100215929782316
368,00:0c:e7:cc:47:20,0.007903107,-0.9355517829598857
369,00:0c:e7:cd:fd:28,0.027243229,-0.5811580803724826
370,00:0c:e7:ce:d9:69,0.045330421,-0.24972341091748868
371,00:0c:e7:cf:4f:28,0.027636036838671826,-0.5739601617475503
372,00:0c:e7:cf:bc:a9,0.03504188304140185,-0.4382534037147751
373,00:0c:e7:cf:ea:ad,0.009670061,-0.9031736329998378
374,00:0c:e7:d1:74:a6,0.06261445,0.06699387933218245
375,00:0c:e7:d1:e0:37,0.02815920225967181,-0.5643735350130406
376,00:0c:e7:d2:5e:17,0.04137886699999999,-0.32213277074645286
377,00:0c:e7:d3:c2:9d,0.028399782,-0.5599650858345698
378,00:0c:e7:d4:33:cf,0.045394673,-0.2485460396383082
379,00:0c:e7:d4:b3:5b,0.05172013220189415,-0.13263658947430065
380,00:0c:e7:d4:d5:13,0.037864749051741725,-0.38652643232791006
381,00:0c:e7:d4:f3:73,0.026202957349700993,-0.600220303550091
382,00:0c:e7:d5:16:bf,0.023166023296824545,-0.6558699164901052
383,00:0c:e7:d5:21:cf,0.05236892102020248,-0.12074800513560857
384,00:0c:e7:d6:07:b8,0.06261445,0.06699387933218245
385,00:0c:e7:d6:73:c1,0.03076818123807042,-0.5165658882915056
386,00:0c:e7:d9:24:39,0.03855067891100709,-0.37395726536297014
387,00:0c:e7:da:92:45,0.048149029462158995,-0.19807445601178997
388,00:0c:e7:de:4a:61,0.038326854,-0.37805869445132323
389,00:0c:e7:e1:cf:11,0.023805699,-0.6441483233738079
390,00:0c:e7:e2:82:3f,0.026215183,-0.5999962773792114
391,00:0c:e7:e3:92:f7,0.04137886699999999,-0.32213277074645286
392,00:0c:e7:e4:c4:c1,0.038358981,-0.3774699904874586
393,00:0c:e7:e5:73:4c,0.029299322,-0.5434816680347507
394,00:0c:e7:e5:f6:93,0.041603752,-0.31801191629649794
395,00:0c:e7:e6:93:27,0.06261444999999999,0.06699387933218219
396,00:0c:e7:e7:a0:ff,0.029840176732273165,-0.5335708975064053
397,00:0c:e7:e8:44:84,0.03755582,-0.3921873330442327
